time.ofweek-gps[ms],pos.enu-e[m],pos.enu-n[m],pos.enu-u[m],pos.rmse-e[m],pos.rmse-n[m],pos.rmse-u[m],spd.horiz[m/s],spd.course[deg],ori.yaw[rad],ori.pitch[rad],ori.roll[rad],pos.flags2[-],pos.latitude[deg],pos.longitude[deg],pos.height[m],pos.svs-used[-],spd.vert[m/s],ori.flags[-],ori.svs-used[-],ori.mode[-],ori.range[m],ori.var-yaw[rad^2],ori.var-pitch[rad^2],ori.var-roll[rad^2],ori.var-range[m^2]
312158240,-1300.245,2396.307,3.374,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0183,0.1038,7,49.2274361,16.5749842,328.540,9,-0.002,14,9,3,0.000,0.00103,0.00001,0.00001,0.0000
312158260,-1300.245,2396.307,3.373,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0183,0.1038,7,49.2274361,16.5749842,328.539,9,-0.003,14,9,3,0.000,0.00103,0.00001,0.00001,0.0000
312158280,-1300.246,2396.307,3.373,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0183,0.1039,7,49.2274361,16.5749842,328.539,9,-0.002,14,9,3,0.000,0.00103,0.00001,0.00001,0.0000
312158300,-1300.246,2396.308,3.373,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0183,0.1040,7,49.2274361,16.5749842,328.539,9,-0.003,14,9,3,0.000,0.00103,0.00001,0.00001,0.0000
312158320,-1300.246,2396.308,3.373,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0183,0.1040,7,49.2274361,16.5749842,328.539,9,-0.003,14,9,3,0.000,0.00103,0.00001,0.00001,0.0000
312158340,-1300.246,2396.308,3.373,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0183,0.1039,7,49.2274361,16.5749842,328.539,9,-0.002,14,9,3,0.000,0.00103,0.00001,0.00001,0.0000
312158360,-1300.246,2396.308,3.373,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0182,0.1038,7,49.2274361,16.5749842,328.539,9,-0.002,14,9,3,0.000,0.00103,0.00001,0.00001,0.0000
312158380,-1300.246,2396.308,3.372,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0182,0.1039,7,49.2274361,16.5749842,328.539,9,-0.002,14,9,3,0.000,0.00103,0.00001,0.00001,0.0000
312158400,-1300.246,2396.308,3.372,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0182,0.1039,7,49.2274361,16.5749842,328.538,9,-0.003,14,9,3,0.000,0.00103,0.00001,0.00001,0.0000
312158420,-1300.246,2396.308,3.372,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0182,0.1040,7,49.2274361,16.5749842,328.538,9,-0.002,14,9,3,0.000,0.00103,0.00001,0.00001,0.0000
312158440,-1300.246,2396.308,3.372,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0182,0.1040,7,49.2274361,16.5749842,328.539,9,-0.002,14,9,3,0.000,0.00104,0.00001,0.00001,0.0000
312158460,-1300.246,2396.308,3.372,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0182,0.1039,7,49.2274361,16.5749842,328.539,9,-0.002,14,9,3,0.000,0.00104,0.00001,0.00001,0.0000
312158480,-1300.246,2396.308,3.373,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0182,0.1038,7,49.2274361,16.5749842,328.539,9,-0.002,14,9,3,0.000,0.00104,0.00001,0.00001,0.0000
312158500,-1300.246,2396.308,3.373,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0182,0.1038,7,49.2274361,16.5749842,328.539,9,-0.002,14,9,3,0.000,0.00104,0.00001,0.00001,0.0000
312158520,-1300.246,2396.308,3.373,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0182,0.1039,7,49.2274361,16.5749842,328.539,9,-0.002,14,9,3,0.000,0.00104,0.00001,0.00001,0.0000
312158540,-1300.246,2396.308,3.373,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0182,0.1039,7,49.2274361,16.5749842,328.539,9,-0.002,14,9,3,0.000,0.00104,0.00001,0.00001,0.0000
312158560,-1300.246,2396.308,3.373,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0182,0.1039,7,49.2274361,16.5749842,328.539,9,-0.002,14,9,3,0.000,0.00104,0.00001,0.00001,0.0000
312158580,-1300.246,2396.308,3.373,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0182,0.1039,7,49.2274361,16.5749842,328.539,9,-0.002,14,9,3,0.000,0.00104,0.00001,0.00001,0.0000
312158600,-1300.246,2396.308,3.373,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0182,0.1039,7,49.2274361,16.5749842,328.539,9,-0.002,14,9,3,0.000,0.00104,0.00001,0.00001,0.0000
312158620,-1300.246,2396.308,3.373,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0182,0.1039,7,49.2274361,16.5749842,328.539,9,-0.002,14,9,3,0.000,0.00104,0.00001,0.00001,0.0000
312158640,-1300.246,2396.308,3.373,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0182,0.1039,7,49.2274361,16.5749842,328.539,9,-0.002,14,9,3,0.000,0.00104,0.00001,0.00001,0.0000
312158660,-1300.246,2396.308,3.373,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0183,0.1040,7,49.2274361,16.5749842,328.539,9,-0.002,14,9,3,0.000,0.00104,0.00001,0.00001,0.0000
312158680,-1300.246,2396.308,3.373,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0183,0.1040,7,49.2274361,16.5749842,328.539,9,-0.002,14,9,3,0.000,0.00105,0.00001,0.00001,0.0000
312158700,-1300.246,2396.308,3.373,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0183,0.1039,7,49.2274361,16.5749842,328.539,9,-0.002,14,9,3,0.000,0.00105,0.00001,0.00001,0.0000
312158720,-1300.246,2396.308,3.373,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0183,0.1039,7,49.2274361,16.5749842,328.539,9,-0.002,14,9,3,0.000,0.00105,0.00001,0.00001,0.0000
312158740,-1300.246,2396.308,3.373,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0183,0.1039,7,49.2274361,16.5749842,328.540,9,-0.002,14,9,3,0.000,0.00105,0.00001,0.00001,0.0000
312158760,-1300.247,2396.308,3.373,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0183,0.1039,7,49.2274361,16.5749842,328.540,9,-0.002,14,9,3,0.000,0.00105,0.00001,0.00001,0.0000
312158780,-1300.247,2396.308,3.374,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0183,0.1040,7,49.2274361,16.5749841,328.540,9,-0.002,14,9,3,0.000,0.00105,0.00001,0.00001,0.0000
312158800,-1300.247,2396.308,3.374,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0183,0.1040,7,49.2274361,16.5749841,328.540,9,-0.002,14,9,3,0.000,0.00105,0.00001,0.00001,0.0000
312158820,-1300.247,2396.308,3.374,0.0163,0.0169,0.0181,0.003,0.0000,2.9424,-0.0182,0.1039,7,49.2274361,16.5749841,328.540,9,-0.002,14,9,3,0.000,0.00105,0.00001,0.00001,0.0000
312158840,-1300.247,2396.308,3.375,0.0163,0.0169,0.0181,0.003,0.0000,2.9424,-0.0182,0.1039,7,49.2274361,16.5749841,328.541,9,-0.002,14,9,3,0.000,0.00105,0.00001,0.00001,0.0000
312158860,-1300.247,2396.308,3.375,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0182,0.1039,7,49.2274361,16.5749841,328.541,9,-0.002,14,9,3,0.000,0.00105,0.00001,0.00001,0.0000
312158880,-1300.247,2396.308,3.375,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0182,0.1040,7,49.2274361,16.5749841,328.541,9,-0.002,14,9,3,0.000,0.00105,0.00001,0.00001,0.0000
312158900,-1300.247,2396.308,3.376,0.0163,0.0169,0.0181,0.003,0.0000,2.9424,-0.0182,0.1040,7,49.2274361,16.5749841,328.542,9,-0.002,14,9,3,0.000,0.00105,0.00001,0.00001,0.0000
312158920,-1300.248,2396.308,3.376,0.0163,0.0169,0.0181,0.003,0.0000,2.9424,-0.0182,0.1040,7,49.2274361,16.5749841,328.542,9,-0.001,14,9,3,0.000,0.00105,0.00001,0.00001,0.0000
312158940,-1300.248,2396.308,3.376,0.0163,0.0169,0.0181,0.003,0.0000,2.9424,-0.0182,0.1040,7,49.2274361,16.5749841,328.543,9,-0.001,14,9,3,0.000,0.00105,0.00001,0.00001,0.0000
312158960,-1300.248,2396.308,3.377,0.0163,0.0169,0.0181,0.003,0.0000,2.9424,-0.0182,0.1039,7,49.2274361,16.5749841,328.543,9,-0.001,14,9,3,0.000,0.00105,0.00001,0.00001,0.0000
312158980,-1300.248,2396.308,3.377,0.0163,0.0169,0.0181,0.003,0.0000,2.9424,-0.0182,0.1039,7,49.2274361,16.5749841,328.543,9,-0.002,14,9,3,0.000,0.00105,0.00001,0.00001,0.0000
312159000,-1300.248,2396.308,3.378,0.0163,0.0169,0.0181,0.003,0.0000,2.9424,-0.0182,0.1040,7,49.2274361,16.5749841,328.544,9,-0.002,14,9,3,0.000,0.00105,0.00001,0.00001,0.0000
312159020,-1300.248,2396.308,3.378,0.0163,0.0169,0.0181,0.003,0.0000,2.9424,-0.0182,0.1040,7,49.2274361,16.5749841,328.544,9,-0.002,14,9,3,0.000,0.00105,0.00001,0.00001,0.0000
312159040,-1300.248,2396.307,3.378,0.0163,0.0169,0.0181,0.003,0.0000,2.9424,-0.0182,0.1041,7,49.2274361,16.5749841,328.544,9,-0.001,14,9,3,0.000,0.00105,0.00001,0.00001,0.0000
312159060,-1300.248,2396.307,3.378,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0182,0.1040,7,49.2274361,16.5749841,328.544,9,-0.001,14,9,3,0.000,0.00106,0.00001,0.00001,0.0000
312159080,-1300.248,2396.307,3.378,0.0163,0.0169,0.0181,0.003,0.0000,2.9425,-0.0182,0.1040,7,49.2274361,16.5749841,328.544,9,-0.001,14,9,3,0.000,0.00106,0.00001,0.00001,0.0000
312159100,-1300.248,2396.307,3.378,0.0163,0.0169,0.0181,0.002,0.0000,2.9424,-0.0182,0.1039,7,49.2274361,16.5749841,328.544,9,-0.001,14,9,3,0.000,0.00106,0.00001,0.00001,0.0000
312159120,-1300.248,2396.307,3.378,0.0163,0.0169,0.0181,0.002,0.0000,2.9424,-0.0183,0.1040,7,49.2274361,16.5749841,328.544,9,-0.001,14,9,3,0.000,0.00106,0.00001,0.00001,0.0000
312159140,-1300.248,2396.307,3.379,0.0163,0.0169,0.0181,0.002,0.0000,2.9424,-0.0182,0.1040,7,49.2274361,16.5749841,328.545,9,-0.001,14,9,3,0.000,0.00106,0.00001,0.00001,0.0000
312159160,-1300.248,2396.307,3.379,0.0163,0.0169,0.0181,0.003,0.0000,2.9424,-0.0182,0.1041,7,49.2274361,16.5749841,328.545,9,-0.001,14,9,3,0.000,0.00106,0.00001,0.00001,0.0000
312159180,-1300.248,2396.307,3.379,0.0163,0.0169,0.0181,0.002,0.0000,2.9424,-0.0182,0.1040,7,49.2274361,16.5749841,328.545,9,-0.001,14,9,3,0.000,0.00106,0.00001,0.00001,0.0000
312159200,-1300.248,2396.307,3.379,0.0163,0.0169,0.0181,0.002,0.0000,2.9424,-0.0182,0.1040,7,49.2274361,16.5749841,328.545,9,-0.001,14,9,3,0.000,0.00106,0.00001,0.00001,0.0000
312159220,-1300.248,2396.307,3.379,0.0163,0.0169,0.0181,0.002,0.0000,2.9424,-0.0182,0.1039,7,49.2274361,16.5749841,328.545,9,-0.001,14,9,3,0.000,0.00106,0.00001,0.00001,0.0000
312159240,-1300.248,2396.307,3.379,0.0163,0.0169,0.0181,0.002,0.0000,2.9424,-0.0182,0.1040,7,49.2274361,16.5749841,328.545,9,-0.001,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159260,-1300.248,2396.307,3.379,0.0163,0.0169,0.0181,0.003,0.0000,2.9424,-0.0182,0.1040,7,49.2274361,16.5749841,328.546,9,-0.001,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159280,-1300.248,2396.307,3.380,0.0163,0.0169,0.0181,0.003,0.0000,2.9423,-0.0182,0.1041,7,49.2274361,16.5749841,328.546,9,-0.001,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159300,-1300.248,2396.307,3.380,0.0163,0.0169,0.0181,0.003,0.0000,2.9423,-0.0182,0.1041,7,49.2274361,16.5749841,328.546,9,-0.001,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159320,-1300.248,2396.307,3.380,0.0163,0.0169,0.0181,0.003,0.0000,2.9424,-0.0182,0.1040,7,49.2274361,16.5749841,328.546,9,-0.001,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159340,-1300.248,2396.307,3.380,0.0163,0.0169,0.0181,0.003,0.0000,2.9424,-0.0182,0.1040,7,49.2274361,16.5749841,328.546,9,-0.001,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159360,-1300.248,2396.307,3.380,0.0163,0.0169,0.0181,0.003,0.0000,2.9424,-0.0182,0.1040,7,49.2274361,16.5749841,328.546,9,-0.001,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159380,-1300.248,2396.307,3.380,0.0163,0.0169,0.0181,0.003,0.0000,2.9423,-0.0182,0.1040,7,49.2274361,16.5749841,328.546,9,-0.001,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159400,-1300.248,2396.308,3.381,0.0163,0.0169,0.0181,0.003,0.0000,2.9423,-0.0182,0.1041,7,49.2274361,16.5749841,328.547,9,-0.001,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159420,-1300.248,2396.308,3.381,0.0163,0.0169,0.0181,0.003,0.0000,2.9423,-0.0181,0.1041,7,49.2274361,16.5749841,328.547,9,0.000,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159440,-1300.248,2396.308,3.381,0.0163,0.0169,0.0181,0.003,0.0000,2.9423,-0.0181,0.1041,7,49.2274361,16.5749841,328.547,9,0.000,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159460,-1300.248,2396.308,3.381,0.0163,0.0169,0.0181,0.002,0.0000,2.9423,-0.0181,0.1040,7,49.2274361,16.5749841,328.547,9,0.000,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159480,-1300.248,2396.308,3.381,0.0163,0.0169,0.0181,0.003,0.0000,2.9423,-0.0181,0.1040,7,49.2274361,16.5749841,328.547,9,0.000,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159500,-1300.249,2396.308,3.382,0.0163,0.0169,0.0181,0.003,0.0000,2.9423,-0.0182,0.1040,7,49.2274361,16.5749841,328.548,9,-0.001,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159520,-1300.249,2396.308,3.382,0.0163,0.0169,0.0181,0.003,0.0000,2.9423,-0.0182,0.1040,7,49.2274361,16.5749841,328.548,9,-0.001,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159540,-1300.249,2396.308,3.382,0.0163,0.0169,0.0181,0.003,0.0000,2.9423,-0.0182,0.1041,7,49.2274361,16.5749841,328.548,9,-0.001,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159560,-1300.249,2396.308,3.382,0.0163,0.0169,0.0181,0.003,0.0000,2.9423,-0.0182,0.1040,7,49.2274361,16.5749841,328.548,9,0.000,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159580,-1300.249,2396.308,3.382,0.0163,0.0169,0.0181,0.003,0.0000,2.9423,-0.0182,0.1040,7,49.2274361,16.5749841,328.548,9,0.000,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159600,-1300.249,2396.309,3.382,0.0163,0.0169,0.0181,0.003,0.0000,2.9423,-0.0182,0.1040,7,49.2274361,16.5749841,328.549,9,0.000,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159620,-1300.249,2396.309,3.383,0.0163,0.0169,0.0181,0.003,0.0000,2.9423,-0.0182,0.1040,7,49.2274361,16.5749841,328.549,9,0.000,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159640,-1300.249,2396.309,3.383,0.0163,0.0169,0.0181,0.003,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.549,9,0.000,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159660,-1300.249,2396.309,3.383,0.0163,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.549,9,0.000,14,9,3,0.000,0.00107,0.00001,0.00001,0.0000
312159680,-1300.249,2396.309,3.383,0.0163,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.549,9,0.000,14,9,3,0.000,0.00108,0.00001,0.00001,0.0000
312159700,-1300.249,2396.309,3.383,0.0163,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.549,9,0.000,14,9,3,0.000,0.00108,0.00001,0.00001,0.0000
312159720,-1300.249,2396.309,3.383,0.0163,0.0169,0.0181,0.004,0.0000,2.9423,-0.0182,0.1040,7,49.2274361,16.5749841,328.549,9,0.000,14,9,3,0.000,0.00108,0.00001,0.00001,0.0000
312159740,-1300.249,2396.309,3.383,0.0163,0.0169,0.0181,0.004,0.0000,2.9423,-0.0182,0.1040,7,49.2274361,16.5749841,328.549,9,0.000,14,9,3,0.000,0.00108,0.00001,0.00001,0.0000
312159760,-1300.249,2396.309,3.383,0.0163,0.0169,0.0181,0.004,0.0000,2.9423,-0.0182,0.1040,7,49.2274361,16.5749841,328.550,9,0.000,14,9,3,0.000,0.00108,0.00001,0.00001,0.0000
312159780,-1300.249,2396.309,3.384,0.0163,0.0169,0.0181,0.004,0.0000,2.9423,-0.0182,0.1040,7,49.2274361,16.5749841,328.550,9,0.000,14,9,3,0.000,0.00108,0.00001,0.00001,0.0000
312159800,-1300.249,2396.309,3.384,0.0163,0.0169,0.0181,0.004,0.0000,2.9423,-0.0182,0.1040,7,49.2274361,16.5749841,328.550,9,0.000,14,9,3,0.000,0.00108,0.00001,0.00001,0.0000
312159820,-1300.249,2396.309,3.384,0.0163,0.0169,0.0181,0.004,0.0000,2.9423,-0.0182,0.1040,7,49.2274361,16.5749841,328.550,9,0.000,14,9,3,0.000,0.00108,0.00001,0.00001,0.0000
312159840,-1300.249,2396.309,3.384,0.0163,0.0169,0.0181,0.004,0.0000,2.9423,-0.0181,0.1040,7,49.2274361,16.5749841,328.550,9,0.000,14,9,3,0.000,0.00109,0.00001,0.00001,0.0000
312159860,-1300.249,2396.309,3.384,0.0163,0.0169,0.0181,0.004,0.0000,2.9423,-0.0181,0.1040,7,49.2274361,16.5749841,328.550,9,0.000,14,9,3,0.000,0.00109,0.00001,0.00001,0.0000
312159880,-1300.249,2396.309,3.384,0.0163,0.0169,0.0181,0.004,0.0000,2.9423,-0.0181,0.1040,7,49.2274361,16.5749841,328.551,9,0.000,14,9,3,0.000,0.00109,0.00001,0.00001,0.0000
312159900,-1300.250,2396.309,3.385,0.0163,0.0169,0.0181,0.004,0.0000,2.9423,-0.0181,0.1040,7,49.2274361,16.5749841,328.551,9,0.000,14,9,3,0.000,0.00109,0.00001,0.00001,0.0000
312159920,-1300.250,2396.309,3.385,0.0163,0.0169,0.0181,0.004,0.0000,2.9423,-0.0182,0.1040,7,49.2274361,16.5749841,328.551,9,0.000,14,9,3,0.000,0.00109,0.00001,0.00001,0.0000
312159940,-1300.250,2396.309,3.385,0.0163,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.551,9,0.000,14,9,3,0.000,0.00109,0.00001,0.00001,0.0000
312159960,-1300.250,2396.309,3.385,0.0163,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.551,9,0.000,14,9,3,0.000,0.00109,0.00001,0.00001,0.0000
312159980,-1300.250,2396.309,3.385,0.0163,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.552,9,0.000,14,9,3,0.000,0.00109,0.00001,0.00001,0.0000
312160000,-1300.250,2396.309,3.386,0.0163,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.552,9,0.000,14,9,3,0.000,0.00109,0.00001,0.00001,0.0000
312160020,-1300.250,2396.309,3.385,0.0163,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1039,7,49.2274361,16.5749841,328.551,9,0.000,14,9,3,0.000,0.00109,0.00001,0.00001,0.0000
312160040,-1300.250,2396.309,3.385,0.0163,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1039,7,49.2274361,16.5749841,328.551,9,0.000,14,9,3,0.000,0.00109,0.00001,0.00001,0.0000
312160060,-1300.250,2396.309,3.385,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.551,9,0.000,14,9,3,0.000,0.00109,0.00001,0.00001,0.0000
312160080,-1300.250,2396.309,3.385,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.551,9,0.001,14,9,3,0.000,0.00109,0.00001,0.00001,0.0000
312160100,-1300.250,2396.309,3.385,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1041,7,49.2274361,16.5749841,328.551,9,0.000,14,9,3,0.000,0.00109,0.00001,0.00001,0.0000
312160120,-1300.250,2396.309,3.385,0.0164,0.0169,0.0181,0.004,0.0000,2.9423,-0.0182,0.1040,7,49.2274361,16.5749841,328.551,9,0.000,14,9,3,0.000,0.00109,0.00001,0.00001,0.0000
312160140,-1300.250,2396.309,3.384,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.551,9,0.000,14,9,3,0.000,0.00109,0.00001,0.00001,0.0000
312160160,-1300.250,2396.309,3.384,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.550,9,0.000,14,9,3,0.000,0.00109,0.00001,0.00001,0.0000
312160180,-1300.250,2396.308,3.384,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.550,9,0.000,14,9,3,0.000,0.00109,0.00001,0.00001,0.0000
312160200,-1300.250,2396.308,3.384,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.550,9,0.000,14,9,3,0.000,0.00109,0.00001,0.00001,0.0000
312160220,-1300.250,2396.308,3.384,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1041,7,49.2274361,16.5749841,328.550,9,0.000,14,9,3,0.000,0.00109,0.00001,0.00001,0.0000
312160240,-1300.250,2396.308,3.383,0.0164,0.0169,0.0181,0.004,0.0000,2.9423,-0.0182,0.1041,7,49.2274361,16.5749841,328.550,9,0.000,14,9,3,0.000,0.00110,0.00001,0.00001,0.0000
312160260,-1300.250,2396.308,3.383,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.549,9,0.000,14,9,3,0.000,0.00110,0.00001,0.00001,0.0000
312160280,-1300.250,2396.308,3.383,0.0164,0.0169,0.0181,0.004,0.0000,2.9423,-0.0182,0.1040,7,49.2274361,16.5749841,328.549,9,0.000,14,9,3,0.000,0.00110,0.00001,0.00001,0.0000
312160300,-1300.250,2396.308,3.383,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1039,7,49.2274361,16.5749841,328.549,9,0.000,14,9,3,0.000,0.00110,0.00001,0.00001,0.0000
312160320,-1300.250,2396.308,3.383,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.549,9,0.000,14,9,3,0.000,0.00110,0.00001,0.00001,0.0000
312160340,-1300.250,2396.308,3.382,0.0164,0.0169,0.0181,0.005,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.549,9,-0.001,14,9,3,0.000,0.00110,0.00001,0.00001,0.0000
312160360,-1300.250,2396.308,3.382,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1041,7,49.2274361,16.5749841,328.548,9,0.000,14,9,3,0.000,0.00110,0.00001,0.00001,0.0000
312160380,-1300.250,2396.308,3.382,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.548,9,0.000,14,9,3,0.000,0.00110,0.00001,0.00001,0.0000
312160400,-1300.250,2396.308,3.382,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1039,7,49.2274361,16.5749841,328.548,9,0.000,14,9,3,0.000,0.00110,0.00001,0.00001,0.0000
312160420,-1300.250,2396.307,3.382,0.0164,0.0169,0.0181,0.005,0.0000,2.9422,-0.0182,0.1039,7,49.2274361,16.5749841,328.548,9,0.000,14,9,3,0.000,0.00110,0.00001,0.00001,0.0000
312160440,-1300.250,2396.307,3.381,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1039,7,49.2274361,16.5749841,328.548,9,-0.001,14,9,3,0.000,0.00110,0.00001,0.00001,0.0000
312160460,-1300.249,2396.307,3.381,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.547,9,-0.001,14,9,3,0.000,0.00110,0.00001,0.00001,0.0000
312160480,-1300.249,2396.307,3.381,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.547,9,0.000,14,9,3,0.000,0.00110,0.00001,0.00001,0.0000
312160500,-1300.249,2396.307,3.381,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.547,9,0.000,14,9,3,0.000,0.00110,0.00001,0.00001,0.0000
312160520,-1300.249,2396.307,3.381,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1039,7,49.2274361,16.5749841,328.547,9,0.000,14,9,3,0.000,0.00110,0.00001,0.00001,0.0000
312160540,-1300.249,2396.307,3.381,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1039,7,49.2274361,16.5749841,328.547,9,-0.001,14,9,3,0.000,0.00110,0.00001,0.00001,0.0000
312160560,-1300.249,2396.307,3.380,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1039,7,49.2274361,16.5749841,328.546,9,0.000,14,9,3,0.000,0.00110,0.00001,0.00001,0.0000
312160580,-1300.249,2396.307,3.380,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.546,9,-0.001,14,9,3,0.000,0.00110,0.00001,0.00001,0.0000
312160600,-1300.249,2396.307,3.380,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1041,7,49.2274361,16.5749841,328.546,9,-0.001,14,9,3,0.000,0.00110,0.00001,0.00001,0.0000
312160620,-1300.249,2396.307,3.380,0.0164,0.0169,0.0181,0.004,0.0000,2.9422,-0.0182,0.1040,7,49.2274361,16.5749841,328.546,9,0.000,14,9,3,0.000,0.00110,0.00001,0.00001,0.0000
