time.ofweek-gps[ms],pos.enu-e[m],pos.enu-n[m],pos.enu-u[m],pos.rmse-e[m],pos.rmse-n[m],pos.rmse-u[m],spd.horiz[m/s],spd.course[deg],ori.yaw[rad],ori.pitch[rad],ori.roll[rad],pos.flags2[-],pos.latitude[deg],pos.longitude[deg],pos.height[m],pos.svs-used[-],spd.vert[m/s],ori.flags[-],ori.svs-used[-],ori.mode[-],ori.range[m],ori.var-yaw[rad^2],ori.var-pitch[rad^2],ori.var-roll[rad^2],ori.var-range[m^2]
312172480,NaN,NaN,NaN,0.0062,0.0146,0.0201,0.125,6.2580,2.9578,-0.0361,0.0000,7,49.2274360,16.5749841,328.519,9,-0.068,22,9,3,0.986,0.00003,0.00015,0.00000,0.0001
312172500,NaN,NaN,NaN,0.0062,0.0146,0.0201,0.013,0.8671,2.9529,-0.0381,0.0000,7,49.2274360,16.5749841,328.520,9,-0.035,22,9,3,0.988,0.00003,0.00014,0.00000,0.0001
312172520,NaN,NaN,NaN,0.0062,0.0146,0.0201,0.141,3.9556,2.9569,-0.0362,0.0000,7,49.2274360,16.5749841,328.519,9,-0.166,22,9,3,0.985,0.00003,0.00015,0.00000,0.0001
312172540,NaN,NaN,NaN,0.0062,0.0146,0.0201,0.101,0.1924,2.9594,-0.0358,0.0000,7,49.2274360,16.5749841,328.522,9,0.291,22,9,3,0.989,0.00003,0.00014,0.00000,0.0001
312172560,NaN,NaN,NaN,0.0062,0.0146,0.0201,0.069,1.6698,2.9555,-0.0356,0.0000,7,49.2274360,16.5749841,328.518,9,-0.174,22,9,3,0.986,0.00003,0.00015,0.00000,0.0001
312172580,NaN,NaN,NaN,0.0062,0.0146,0.0201,0.134,5.6877,2.9571,-0.0389,0.0000,7,49.2274360,16.5749841,328.516,9,0.095,22,9,3,0.988,0.00003,0.00015,0.00000,0.0001
312172600,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.011,1.1695,2.9581,-0.0347,0.0000,7,49.2274360,16.5749841,328.520,9,-0.023,22,9,3,0.988,0.00003,0.00014,0.00000,0.0001
312172620,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.081,1.1529,2.9548,-0.0340,0.0000,7,49.2274360,16.5749841,328.521,9,0.059,22,9,3,0.989,0.00003,0.00014,0.00000,0.0001
312172640,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.128,3.6913,2.9563,-0.0392,0.0000,7,49.2274360,16.5749841,328.519,9,-0.259,22,9,3,0.990,0.00003,0.00014,0.00000,0.0001
312172660,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.123,6.0640,2.9577,-0.0362,0.0000,7,49.2274360,16.5749841,328.521,9,0.306,22,9,3,0.986,0.00003,0.00015,0.00000,0.0001
312172680,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.198,2.3509,2.9542,-0.0375,0.0000,7,49.2274360,16.5749841,328.521,9,-0.228,22,9,3,0.987,0.00003,0.00015,0.00000,0.0001
312172700,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.010,2.5410,2.9558,-0.0390,0.0000,7,49.2274360,16.5749841,328.516,9,-0.028,22,9,3,0.987,0.00003,0.00015,0.00000,0.0001
312172720,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.109,0.2889,2.9553,-0.0390,0.0000,7,49.2274360,16.5749841,328.519,9,0.046,22,9,3,0.988,0.00003,0.00014,0.00000,0.0001
312172740,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.174,3.4436,2.9559,-0.0390,0.0000,7,49.2274360,16.5749841,328.520,9,-0.160,22,9,3,0.989,0.00003,0.00014,0.00000,0.0001
312172760,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.142,0.0313,2.9559,-0.0380,0.0000,7,49.2274360,16.5749841,328.525,9,0.339,22,9,3,0.988,0.00003,0.00015,0.00000,0.0001
312172780,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.099,3.3141,2.9564,-0.0368,0.0000,7,49.2274360,16.5749841,328.520,9,-0.278,22,9,3,0.988,0.00003,0.00015,0.00000,0.0001
312172800,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.013,3.0189,2.9578,-0.0361,0.0000,7,49.2274360,16.5749841,328.523,9,-0.033,22,9,3,0.988,0.00003,0.00014,0.00000,0.0001
312172820,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.050,4.6172,2.9567,-0.0401,0.0000,7,49.2274360,16.5749841,328.519,9,-0.251,22,9,3,0.986,0.00003,0.00015,0.00000,0.0001
312172840,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.125,0.9638,2.9564,-0.0370,0.0000,7,49.2274360,16.5749841,328.521,9,0.265,22,9,3,0.990,0.00003,0.00014,0.00000,0.0001
312172860,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.057,3.8211,2.9541,-0.0381,0.0000,7,49.2274360,16.5749841,328.521,9,-0.327,22,9,3,0.988,0.00003,0.00014,0.00000,0.0001
312172880,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.130,3.5655,2.9569,-0.0378,0.0000,7,49.2274360,16.5749841,328.522,9,-0.002,22,9,3,0.989,0.00003,0.00014,0.00000,0.0001
312172900,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.029,2.5195,2.9554,-0.0374,0.0000,7,49.2274360,16.5749841,328.521,9,-0.031,22,9,3,0.990,0.00003,0.00014,0.00000,0.0001
312172920,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.054,6.0062,2.9549,-0.0373,0.0000,7,49.2274360,16.5749841,328.516,9,-0.020,22,9,3,0.987,0.00003,0.00015,0.00000,0.0001
312172940,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.097,5.8877,2.9577,-0.0367,0.0000,7,49.2274360,16.5749841,328.517,9,0.095,22,9,3,0.988,0.00003,0.00014,0.00000,0.0001
312172960,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.063,0.6639,2.9573,-0.0368,0.0000,7,49.2274360,16.5749841,328.520,9,0.122,22,9,3,0.988,0.00003,0.00014,0.00000,0.0001
312172980,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.079,1.5623,2.9548,-0.0368,0.0000,7,49.2274360,16.5749841,328.522,9,0.017,22,9,3,0.988,0.00003,0.00014,0.00000,0.0001
312173000,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.026,2.8643,2.9543,-0.0407,0.0000,7,49.2274360,16.5749841,328.520,9,-0.034,22,9,3,0.989,0.00003,0.00014,0.00000,0.0001
312173020,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.192,5.7835,2.9592,-0.0413,0.0000,7,49.2274360,16.5749841,328.521,9,0.313,22,9,3,0.991,0.00002,0.00014,0.00000,0.0001
312173040,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.147,0.4329,2.9560,-0.0385,0.0000,7,49.2274360,16.5749841,328.524,9,0.019,22,9,3,0.989,0.00003,0.00014,0.00000,0.0001
312173060,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.228,3.1945,2.9582,-0.0360,0.0000,7,49.2274360,16.5749841,328.523,9,-0.079,22,9,3,0.987,0.00003,0.00015,0.00000,0.0001
312173080,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.129,5.7598,2.9581,-0.0369,0.0000,7,49.2274360,16.5749841,328.520,9,-0.060,22,9,3,0.987,0.00003,0.00015,0.00000,0.0001
312173100,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.032,2.4617,2.9543,-0.0362,0.0000,7,49.2274360,16.5749841,328.518,9,-0.044,22,9,3,0.985,0.00003,0.00015,0.00000,0.0001
312173120,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.033,0.0259,2.9557,-0.0383,0.0000,7,49.2274360,16.5749841,328.520,9,0.169,22,9,3,0.991,0.00003,0.00014,0.00000,0.0001
312173140,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.076,6.2213,2.9561,-0.0382,0.0000,7,49.2274360,16.5749841,328.520,9,0.039,22,9,3,0.987,0.00003,0.00015,0.00000,0.0001
312173160,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.149,2.6950,2.9558,-0.0393,0.0000,7,49.2274360,16.5749841,328.521,9,0.031,22,9,3,0.991,0.00003,0.00014,0.00000,0.0001
312173180,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.196,5.3553,2.9584,-0.0374,0.0000,7,49.2274360,16.5749841,328.520,9,0.055,22,9,3,0.988,0.00003,0.00014,0.00000,0.0001
312173200,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.022,2.7183,2.9557,-0.0362,0.0000,7,49.2274360,16.5749841,328.519,9,-0.038,22,9,3,0.988,0.00003,0.00014,0.00000,0.0001
312173220,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.153,0.3178,2.9577,-0.0387,0.0000,7,49.2274360,16.5749841,328.519,9,0.119,22,9,3,0.988,0.00003,0.00015,0.00000,0.0001
312173240,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.101,3.0449,2.9563,-0.0353,0.0000,7,49.2274360,16.5749841,328.519,9,0.151,22,9,3,0.988,0.00003,0.00014,0.00000,0.0001
312173260,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.027,2.3046,2.9538,-0.0375,0.0000,7,49.2274360,16.5749841,328.517,9,-0.216,22,9,3,0.991,0.00003,0.00014,0.00000,0.0001
312173280,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.149,5.7431,2.9572,-0.0405,0.0000,7,49.2274360,16.5749841,328.521,9,0.252,22,9,3,0.989,0.00003,0.00014,0.00000,0.0001
312173300,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.012,2.6177,2.9577,-0.0351,0.0000,7,49.2274360,16.5749841,328.526,9,-0.018,22,9,3,0.988,0.00003,0.00014,0.00000,0.0001
312173320,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.210,2.8229,2.9562,-0.0385,0.0000,7,49.2274360,16.5749841,328.525,9,-0.180,22,9,3,0.990,0.00003,0.00014,0.00000,0.0001
312173340,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.095,6.0556,2.9571,-0.0388,0.0000,7,49.2274360,16.5749841,328.522,9,0.073,22,9,3,0.986,0.00003,0.00015,0.00000,0.0001
312173360,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.016,2.4984,2.9542,-0.0374,0.0000,7,49.2274360,16.5749841,328.522,9,-0.104,22,9,3,0.986,0.00003,0.00015,0.00000,0.0001
312173380,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.061,0.5034,2.9562,-0.0362,0.0000,7,49.2274360,16.5749841,328.524,9,0.208,22,9,3,0.989,0.00003,0.00014,0.00000,0.0001
312173400,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.006,2.9931,2.9577,-0.0358,0.0000,7,49.2274360,16.5749841,328.524,9,-0.013,22,9,3,0.990,0.00003,0.00014,0.00000,0.0001
312173420,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.254,3.2699,2.9576,-0.0356,0.0000,7,49.2274360,16.5749841,328.523,9,-0.216,22,9,3,0.988,0.00003,0.00014,0.00000,0.0001
312173440,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.117,5.5392,2.9588,-0.0391,0.0000,7,49.2274360,16.5749841,328.519,9,-0.156,22,9,3,0.991,0.00002,0.00014,0.00000,0.0001
312173460,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.227,0.3210,2.9581,-0.0357,0.0000,7,49.2274360,16.5749841,328.522,9,0.376,22,9,3,0.985,0.00003,0.00015,0.00000,0.0001
312173480,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.112,3.7715,2.9576,-0.0390,0.0000,7,49.2274360,16.5749841,328.517,9,-0.355,22,9,3,0.987,0.00003,0.00015,0.00000,0.0001
312173500,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.041,2.7329,2.9564,-0.0376,0.0000,7,49.2274360,16.5749841,328.517,9,-0.034,22,9,3,0.985,0.00003,0.00015,0.00000,0.0001
312173520,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.096,2.6247,2.9578,-0.0424,0.0000,7,49.2274360,16.5749841,328.517,9,0.087,22,9,3,0.990,0.00003,0.00014,0.00000,0.0001
312173540,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.068,0.4396,2.9551,-0.0349,0.0000,7,49.2274360,16.5749841,328.521,9,0.134,22,9,3,0.987,0.00003,0.00014,0.00000,0.0001
312173560,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.094,4.4453,2.9584,-0.0379,0.0000,7,49.2274360,16.5749841,328.518,9,-0.162,22,9,3,0.987,0.00003,0.00015,0.00000,0.0001
312173580,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.083,0.1841,2.9578,-0.0341,0.0000,7,49.2274360,16.5749841,328.523,9,0.399,22,9,3,0.989,0.00003,0.00014,0.00000,0.0001
312173600,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.033,2.8768,2.9568,-0.0380,0.0000,7,49.2274360,16.5749841,328.521,9,-0.028,22,9,3,0.987,0.00003,0.00015,0.00000,0.0001
312173620,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.067,1.0152,2.9567,-0.0361,0.0000,7,49.2274360,16.5749841,328.525,9,0.000,22,9,3,0.990,0.00003,0.00014,0.00000,0.0001
312173640,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.019,4.0412,2.9561,-0.0378,0.0000,7,49.2274360,16.5749841,328.525,9,0.011,22,9,3,0.989,0.00003,0.00014,0.00000,0.0001
312173660,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.005,3.9411,2.9575,-0.0371,0.0000,7,49.2274360,16.5749841,328.526,9,-0.032,22,9,3,0.985,0.00003,0.00015,0.00000,0.0001
312173680,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.053,3.5777,2.9582,-0.0410,0.0000,7,49.2274360,16.5749841,328.522,9,-0.165,22,9,3,0.986,0.00003,0.00015,0.00000,0.0001
312173700,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.017,4.1564,2.9565,-0.0416,0.0000,7,49.2274360,16.5749841,328.524,9,-0.018,22,9,3,0.986,0.00003,0.00015,0.00000,0.0001
312173720,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.122,2.8556,2.9572,-0.0389,0.0000,7,49.2274360,16.5749841,328.526,9,0.010,22,9,3,0.988,0.00003,0.00015,0.00000,0.0001
312173740,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.040,2.0704,2.9578,-0.0375,0.0000,7,49.2274360,16.5749841,328.524,9,0.021,22,9,3,0.988,0.00003,0.00014,0.00000,0.0001
312173760,NaN,NaN,NaN,0.0062,0.0145,0.0199,0.053,4.1864,2.9560,-0.0380,0.0000,7,49.2274360,16.5749841,328.521,9,-0.183,22,9,3,0.988,0.00003,0.00014,0.00000,0.0001
312173780,NaN,NaN,NaN,0.0059,0.0142,0.0192,0.234,0.2396,2.9542,-0.0412,0.0000,7,49.2274360,16.5749841,328.525,9,0.251,22,9,3,0.988,0.00003,0.00015,0.00000,0.0001
312173800,NaN,NaN,NaN,0.0059,0.0142,0.0192,0.020,4.1007,2.9558,-0.0350,0.0000,7,49.2274360,16.5749841,328.524,9,-0.031,22,9,3,0.986,0.00003,0.00015,0.00000,0.0001
312173820,NaN,NaN,NaN,0.0059,0.0142,0.0192,0.107,2.8524,2.9540,-0.0365,0.0000,7,49.2274360,16.5749841,328.523,9,-0.317,22,9,3,0.989,0.00003,0.00014,0.00000,0.0001
312173840,NaN,NaN,NaN,0.0059,0.0142,0.0192,0.119,4.1613,2.9566,-0.0380,0.0000,7,49.2274360,16.5749841,328.526,9,-0.010,22,9,3,0.986,0.00003,0.00015,0.00000,0.0001
312173860,NaN,NaN,NaN,0.0059,0.0142,0.0192,0.127,0.5544,2.9557,-0.0422,0.0000,7,49.2274360,16.5749841,328.524,9,-0.130,22,9,3,0.993,0.00002,0.00014,0.00000,0.0001
312173880,NaN,NaN,NaN,0.0059,0.0142,0.0192,0.092,3.3933,2.9558,-0.0399,0.0000,7,49.2274360,16.5749841,328.524,9,-0.051,22,9,3,0.990,0.00003,0.00014,0.00000,0.0001
312173900,NaN,NaN,NaN,0.0059,0.0142,0.0192,0.013,1.3896,2.9574,-0.0404,0.0000,7,49.2274360,16.5749841,328.527,9,0.000,22,9,3,0.989,0.00003,0.00014,0.00000,0.0001
312173920,NaN,NaN,NaN,0.0059,0.0142,0.0192,0.054,5.9731,2.9578,-0.0398,0.0000,7,49.2274360,16.5749841,328.529,9,0.108,22,9,3,0.986,0.00003,0.00015,0.00000,0.0001
312173940,NaN,NaN,NaN,0.0059,0.0142,0.0192,0.179,3.0113,2.9551,-0.0405,0.0000,7,49.2274360,16.5749841,328.529,9,-0.304,22,9,3,0.987,0.00003,0.00015,0.00000,0.0001
312173960,NaN,NaN,NaN,0.0059,0.0142,0.0192,0.116,6.1793,2.9558,-0.0385,0.0000,7,49.2274360,16.5749841,328.526,9,0.016,22,9,3,0.989,0.00003,0.00014,0.00000,0.0001
312173980,NaN,NaN,NaN,0.0059,0.0142,0.0192,0.250,3.3200,2.9570,-0.0425,0.0000,7,49.2274360,16.5749841,328.522,9,-0.179,22,9,3,0.991,0.00003,0.00014,0.00000,0.0001
312174000,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.006,1.4662,2.9569,-0.0411,0.0000,7,49.2274360,16.5749841,328.522,9,-0.019,22,9,3,0.990,0.00003,0.00014,0.00000,0.0001
312174020,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.272,6.1592,2.9563,-0.0366,0.0000,7,49.2274360,16.5749841,328.524,9,0.290,22,9,3,0.987,0.00003,0.00015,0.00000,0.0001
312174040,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.015,3.0877,2.9576,-0.0380,0.0000,7,49.2274360,16.5749841,328.524,9,0.220,22,9,3,0.990,0.00003,0.00014,0.00000,0.0001
312174060,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.125,5.5524,2.9596,-0.0365,0.0000,7,49.2274360,16.5749841,328.525,9,0.044,22,9,3,0.988,0.00003,0.00014,0.00000,0.0001
312174080,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.143,2.8801,2.9592,-0.0418,0.0000,7,49.2274360,16.5749841,328.522,9,-0.464,22,9,3,0.991,0.00002,0.00014,0.00000,0.0001
312174100,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.009,1.5791,2.9565,-0.0327,0.0000,7,49.2274360,16.5749841,328.525,9,0.007,22,9,3,0.987,0.00003,0.00015,0.00000,0.0001
312174120,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.111,4.6692,2.9579,-0.0375,0.0000,7,49.2274360,16.5749841,328.519,9,-0.161,22,9,3,0.989,0.00003,0.00014,0.00000,0.0001
312174140,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.145,1.5500,2.9551,-0.0377,0.0000,7,49.2274360,16.5749841,328.519,9,-0.138,22,9,3,0.987,0.00003,0.00015,0.00000,0.0001
312174160,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.090,5.3479,2.9597,-0.0386,0.0000,7,49.2274360,16.5749841,328.521,9,0.254,22,9,3,0.990,0.00002,0.00014,0.00000,0.0001
312174180,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.099,2.7981,2.9569,-0.0414,0.0000,7,49.2274360,16.5749841,328.524,9,-0.096,22,9,3,0.989,0.00003,0.00014,0.00000,0.0001
312174200,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.001,0.0000,2.9577,-0.0404,0.0000,7,49.2274360,16.5749841,328.521,9,0.003,22,9,3,0.987,0.00003,0.00015,0.00000,0.0001
312174220,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.169,3.4149,2.9571,-0.0392,0.0000,7,49.2274360,16.5749841,328.523,9,-0.059,22,9,3,0.989,0.00003,0.00014,0.00000,0.0001
312174240,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.157,0.9341,2.9577,-0.0403,0.0000,7,49.2274360,16.5749841,328.525,9,0.270,22,9,3,0.989,0.00003,0.00014,0.00000,0.0001
312174260,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.099,4.2782,2.9568,-0.0379,0.0000,7,49.2274360,16.5749841,328.527,9,-0.261,22,9,3,0.988,0.00003,0.00014,0.00000,0.0001
312174280,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.191,0.0734,2.9585,-0.0392,0.0000,7,49.2274360,16.5749841,328.531,9,0.348,22,9,3,0.991,0.00002,0.00014,0.00000,0.0001
312174300,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.013,1.2389,2.9586,-0.0448,0.0000,7,49.2274360,16.5749841,328.529,9,-0.016,22,9,3,0.989,0.00003,0.00015,0.00000,0.0001
312174320,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.077,4.6610,2.9576,-0.0410,0.0000,7,49.2274360,16.5749841,328.528,9,0.095,22,9,3,0.990,0.00003,0.00014,0.00000,0.0001
312174340,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.081,5.7243,2.9625,-0.0404,0.0000,7,49.2274360,16.5749841,328.528,9,0.266,22,9,3,0.989,0.00002,0.00014,0.00000,0.0001
312174360,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.259,2.9269,2.9573,-0.0370,0.0000,7,49.2274360,16.5749841,328.526,9,-0.221,22,9,3,0.988,0.00003,0.00014,0.00000,0.0001
312174380,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.166,0.0099,2.9584,-0.0362,0.0000,7,49.2274360,16.5749841,328.522,9,0.080,22,9,3,0.988,0.00003,0.00014,0.00000,0.0001
312174400,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.004,0.0000,2.9575,-0.0364,0.0000,7,49.2274360,16.5749841,328.522,9,-0.024,22,9,3,0.988,0.00003,0.00014,0.00000,0.0001
312174420,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.067,2.8616,2.9577,-0.0385,0.0000,7,49.2274360,16.5749841,328.519,9,0.133,22,9,3,0.987,0.00003,0.00015,0.00000,0.0001
312174440,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.099,4.4105,2.9575,-0.0413,0.0000,7,49.2274360,16.5749841,328.517,9,-0.369,22,9,3,0.986,0.00003,0.00015,0.00000,0.0001
312174460,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.073,1.5561,2.9551,-0.0353,0.0000,7,49.2274360,16.5749841,328.520,9,0.186,22,9,3,0.984,0.00003,0.00015,0.00000,0.0001
312174480,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.140,5.5374,2.9607,-0.0411,0.0000,7,49.2274360,16.5749841,328.521,9,0.213,22,9,3,0.989,0.00003,0.00015,0.00000,0.0001
312174500,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.017,0.6414,2.9594,-0.0417,0.0000,7,49.2274360,16.5749841,328.528,9,0.013,22,9,3,0.988,0.00003,0.00015,0.00000,0.0001
312174520,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.099,1.3402,2.9584,-0.0402,0.0000,7,49.2274360,16.5749841,328.528,9,-0.050,22,9,3,0.987,0.00003,0.00015,0.00000,0.0001
312174540,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.235,5.7518,2.9600,-0.0417,0.0000,7,49.2274360,16.5749841,328.527,9,0.226,22,9,3,0.990,0.00002,0.00014,0.00000,0.0001
312174560,NaN,NaN,NaN,0.0062,0.0145,0.0200,0.214,2.8041,2.9575,-0.0425,0.0000,7,49.2274360,16.5749841,328.520,9,-0.418,22,9,3,0.991,0.00003,0.00014,0.00000,0.0001
312174580,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.113,5.8984,2.9582,-0.0393,0.0000,7,49.2274359,16.5749841,328.521,9,0.133,22,9,3,0.988,0.00003,0.00015,0.00000,0.0001
312174600,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.009,0.5053,2.9560,-0.0392,0.0000,7,49.2274359,16.5749842,328.525,9,-0.007,22,9,3,0.988,0.00003,0.00015,0.00000,0.0001
312174620,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.216,3.6707,2.9569,-0.0413,0.0000,7,49.2274359,16.5749842,328.524,9,-0.378,22,9,3,0.990,0.00003,0.00014,0.00000,0.0001
312174640,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.051,0.6648,2.9578,-0.0420,0.0000,7,49.2274359,16.5749842,328.522,9,0.082,22,9,3,0.989,0.00003,0.00015,0.00000,0.0001
312174660,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.116,3.5895,2.9580,-0.0403,0.0000,7,49.2274359,16.5749841,328.523,9,-0.035,22,9,3,0.989,0.00003,0.00014,0.00000,0.0001
312174680,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.058,4.8949,2.9569,-0.0421,0.0000,7,49.2274359,16.5749841,328.520,9,-0.189,22,9,3,0.987,0.00003,0.00015,0.00000,0.0001
312174700,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.028,1.6054,2.9572,-0.0354,0.0000,7,49.2274359,16.5749842,328.529,9,0.054,22,9,3,0.985,0.00003,0.00015,0.00000,0.0001
312174720,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.235,3.1907,2.9538,-0.0384,0.0000,7,49.2274359,16.5749842,328.527,9,-0.438,22,9,3,0.987,0.00003,0.00015,0.00000,0.0001
312174740,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.054,5.1379,2.9558,-0.0386,0.0000,7,49.2274359,16.5749842,328.526,9,0.115,22,9,3,0.987,0.00003,0.00015,0.00000,0.0001
312174760,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.253,6.0290,2.9597,-0.0346,0.0000,7,49.2274359,16.5749841,328.529,9,0.241,22,9,3,0.988,0.00003,0.00014,0.00000,0.0001
312174780,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.321,3.0523,2.9583,-0.0430,0.0000,7,49.2274359,16.5749842,328.525,9,-0.439,22,9,3,0.993,0.00002,0.00014,0.00000,0.0001
312174800,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.015,1.7745,2.9566,-0.0374,0.0000,7,49.2274359,16.5749841,328.528,9,0.032,22,9,3,0.990,0.00003,0.00014,0.00000,0.0001
312174820,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.087,0.0381,2.9564,-0.0397,0.0000,7,49.2274359,16.5749842,328.526,9,-0.081,22,9,3,0.986,0.00003,0.00015,0.00000,0.0001
312174840,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.163,3.2410,2.9583,-0.0441,0.0000,7,49.2274359,16.5749841,328.522,9,-0.521,22,9,3,0.990,0.00003,0.00014,0.00000,0.0001
312174860,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.227,6.0611,2.9594,-0.0402,0.0000,7,49.2274359,16.5749841,328.525,9,0.430,22,9,3,0.988,0.00003,0.00015,0.00000,0.0001
312174880,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.197,2.6247,2.9552,-0.0396,0.0000,7,49.2274359,16.5749842,328.522,9,-0.085,22,9,3,0.990,0.00003,0.00014,0.00000,0.0001
312174900,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.007,4.5948,2.9575,-0.0400,0.0000,7,49.2274359,16.5749842,328.525,9,0.066,22,9,3,0.988,0.00003,0.00015,0.00000,0.0001
312174920,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.256,3.0874,2.9558,-0.0397,0.0000,7,49.2274359,16.5749842,328.523,9,-0.202,22,9,3,0.989,0.00003,0.00014,0.00000,0.0001
312174940,NaN,NaN,NaN,0.0059,0.0141,0.0191,0.183,6.1335,2.9565,-0.0432,0.0000,7,49.2274359,16.5749842,328.523,9,0.080,22,9,3,0.987,0.00003,0.00015,0.00000,0.0001
