time.ofweek-gps[ms],pos.enu-e[m],pos.enu-n[m],pos.enu-u[m],pos.rmse-e[m],pos.rmse-n[m],pos.rmse-u[m],spd.horiz[m/s],spd.course[deg],ori.yaw[rad],ori.pitch[rad],ori.roll[rad],pos.flags2[-],pos.latitude[deg],pos.longitude[deg],pos.height[m],pos.svs-used[-],spd.vert[m/s],ori.flags[-],ori.svs-used[-],ori.mode[-],ori.range[m],ori.var-yaw[rad^2],ori.var-pitch[rad^2],ori.var-roll[rad^2],ori.var-range[m^2]
312152800,NaN,NaN,NaN,0.0061,0.0146,0.0196,0.039,3.3956,2.9509,-0.0281,0.0000,7,49.2274360,16.5749841,328.536,9,0.017,22,9,3,0.994,0.00003,0.00014,0.00000,0.0001
312152820,NaN,NaN,NaN,0.0061,0.0146,0.0196,0.060,1.6606,2.9499,-0.0292,0.0000,7,49.2274360,16.5749841,328.538,9,0.129,22,9,3,0.994,0.00003,0.00014,0.00000,0.0001
312152840,NaN,NaN,NaN,0.0061,0.0146,0.0196,0.196,3.2200,2.9495,-0.0291,0.0000,7,49.2274360,16.5749841,328.539,9,-0.138,22,9,3,0.995,0.00003,0.00014,0.00000,0.0001
312152860,NaN,NaN,NaN,0.0061,0.0146,0.0196,0.292,6.0978,2.9509,-0.0290,0.0000,7,49.2274360,16.5749841,328.543,9,0.376,22,9,3,0.995,0.00002,0.00014,0.00000,0.0001
312152880,NaN,NaN,NaN,0.0061,0.0146,0.0196,0.144,3.1231,2.9516,-0.0307,0.0000,7,49.2274360,16.5749841,328.539,9,-0.225,22,9,3,0.996,0.00002,0.00014,0.00000,0.0001
312152900,NaN,NaN,NaN,0.0061,0.0146,0.0196,0.055,2.9933,2.9487,-0.0266,0.0000,7,49.2274360,16.5749841,328.540,9,0.026,22,9,3,0.997,0.00002,0.00014,0.00000,0.0001
312152920,NaN,NaN,NaN,0.0061,0.0146,0.0196,0.135,4.7758,2.9521,-0.0309,0.0000,7,49.2274360,16.5749841,328.538,9,-0.239,22,9,3,0.995,0.00002,0.00014,0.00000,0.0001
312152940,NaN,NaN,NaN,0.0061,0.0146,0.0196,0.139,0.7169,2.9499,-0.0266,0.0000,7,49.2274360,16.5749841,328.543,9,0.324,22,9,3,0.992,0.00003,0.00014,0.00000,0.0001
312152960,NaN,NaN,NaN,0.0061,0.0146,0.0196,0.139,3.1797,2.9486,-0.0270,0.0000,7,49.2274360,16.5749841,328.540,9,-0.154,22,9,3,0.992,0.00003,0.00014,0.00000,0.0001
312152980,NaN,NaN,NaN,0.0061,0.0146,0.0196,0.017,5.8358,2.9488,-0.0270,0.0000,7,49.2274360,16.5749841,328.537,9,-0.019,22,9,3,0.993,0.00003,0.00014,0.00000,0.0001
312153000,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.043,3.1111,2.9511,-0.0273,0.0000,7,49.2274360,16.5749841,328.543,9,0.005,22,9,3,0.992,0.00003,0.00014,0.00000,0.0001
312153020,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.119,2.2662,2.9495,-0.0259,0.0000,7,49.2274360,16.5749841,328.541,9,-0.264,22,9,3,0.994,0.00003,0.00014,0.00000,0.0001
312153040,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.133,3.6376,2.9514,-0.0269,0.0000,7,49.2274360,16.5749841,328.537,9,-0.109,22,9,3,0.994,0.00002,0.00014,0.00000,0.0001
312153060,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.056,6.0732,2.9501,-0.0232,0.0000,7,49.2274360,16.5749841,328.540,9,0.238,22,9,3,0.994,0.00003,0.00014,0.00000,0.0001
312153080,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.292,0.2535,2.9496,-0.0272,0.0000,7,49.2274360,16.5749841,328.538,9,0.136,22,9,3,0.993,0.00003,0.00014,0.00000,0.0001
312153100,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.055,3.0573,2.9503,-0.0264,0.0000,7,49.2274360,16.5749841,328.541,9,0.018,22,9,3,0.995,0.00002,0.00014,0.00000,0.0001
312153120,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.043,5.8302,2.9510,-0.0277,0.0000,7,49.2274360,16.5749841,328.541,9,0.145,22,9,3,0.995,0.00002,0.00014,0.00000,0.0001
312153140,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.051,5.9488,2.9494,-0.0248,0.0000,7,49.2274360,16.5749841,328.543,9,-0.109,22,9,3,0.992,0.00003,0.00014,0.00000,0.0001
312153160,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.052,2.4645,2.9498,-0.0260,0.0000,7,49.2274360,16.5749841,328.541,9,0.047,22,9,3,0.993,0.00003,0.00014,0.00000,0.0001
312153180,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.173,3.3697,2.9508,-0.0257,0.0000,7,49.2274360,16.5749842,328.538,9,-0.276,22,9,3,0.994,0.00003,0.00014,0.00000,0.0001
312153200,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.037,3.1216,2.9516,-0.0261,0.0000,7,49.2274360,16.5749841,328.537,9,0.019,22,9,3,0.994,0.00002,0.00014,0.00000,0.0001
312153220,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.192,0.2773,2.9491,-0.0257,0.0000,7,49.2274360,16.5749841,328.542,9,0.305,22,9,3,0.994,0.00003,0.00014,0.00000,0.0001
312153240,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.127,2.8182,2.9486,-0.0259,0.0000,7,49.2274360,16.5749841,328.538,9,-0.282,22,9,3,0.995,0.00003,0.00014,0.00000,0.0001
312153260,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.055,2.9103,2.9483,-0.0256,0.0000,7,49.2274360,16.5749842,328.538,9,-0.097,22,9,3,0.994,0.00003,0.00014,0.00000,0.0001
312153280,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.101,5.7628,2.9492,-0.0256,0.0000,7,49.2274360,16.5749841,328.539,9,0.106,22,9,3,0.992,0.00003,0.00014,0.00000,0.0001
312153300,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.023,3.6304,2.9503,-0.0269,0.0000,7,49.2274360,16.5749841,328.538,9,-0.003,22,9,3,0.992,0.00003,0.00014,0.00000,0.0001
312153320,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.149,2.7175,2.9497,-0.0262,0.0000,7,49.2274360,16.5749841,328.540,9,-0.068,22,9,3,0.996,0.00002,0.00014,0.00000,0.0001
312153340,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.083,4.5743,2.9501,-0.0285,0.0000,7,49.2274360,16.5749841,328.539,9,-0.024,22,9,3,0.995,0.00002,0.00014,0.00000,0.0001
312153360,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.129,0.3202,2.9508,-0.0260,0.0000,7,49.2274360,16.5749841,328.543,9,0.346,22,9,3,0.993,0.00003,0.00014,0.00000,0.0001
312153380,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.055,3.8454,2.9501,-0.0284,0.0000,7,49.2274360,16.5749841,328.540,9,-0.396,22,9,3,0.994,0.00003,0.00014,0.00000,0.0001
312153400,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.017,4.0228,2.9512,-0.0282,0.0000,7,49.2274360,16.5749841,328.540,9,0.003,22,9,3,0.994,0.00002,0.00014,0.00000,0.0001
312153420,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.072,3.0884,2.9508,-0.0253,0.0000,7,49.2274360,16.5749841,328.537,9,0.029,22,9,3,0.994,0.00003,0.00014,0.00000,0.0001
312153440,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.144,0.0449,2.9512,-0.0276,0.0000,7,49.2274360,16.5749841,328.538,9,-0.017,22,9,3,0.993,0.00003,0.00014,0.00000,0.0001
312153460,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.090,1.1478,2.9488,-0.0235,0.0000,7,49.2274360,16.5749841,328.539,9,0.063,22,9,3,0.991,0.00003,0.00014,0.00000,0.0001
312153480,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.072,3.2737,2.9513,-0.0248,0.0000,7,49.2274360,16.5749841,328.539,9,0.097,22,9,3,0.994,0.00003,0.00014,0.00000,0.0001
312153500,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.021,0.0325,2.9482,-0.0240,0.0000,7,49.2274360,16.5749842,328.542,9,0.056,22,9,3,0.993,0.00003,0.00014,0.00000,0.0001
312153520,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.130,5.4236,2.9489,-0.0272,0.0000,7,49.2274360,16.5749841,328.537,9,-0.186,22,9,3,0.991,0.00003,0.00014,0.00000,0.0001
312153540,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.271,3.1367,2.9486,-0.0296,0.0000,7,49.2274360,16.5749841,328.536,9,-0.182,22,9,3,0.994,0.00003,0.00014,0.00000,0.0001
312153560,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.088,5.2346,2.9520,-0.0256,0.0000,7,49.2274360,16.5749841,328.537,9,0.317,22,9,3,0.994,0.00002,0.00014,0.00000,0.0001
312153580,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.098,1.9707,2.9509,-0.0268,0.0000,7,49.2274360,16.5749841,328.538,9,-0.105,22,9,3,0.996,0.00002,0.00014,0.00000,0.0001
312153600,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.023,0.0175,2.9512,-0.0278,0.0000,7,49.2274360,16.5749841,328.535,9,0.052,22,9,3,0.996,0.00002,0.00014,0.00000,0.0001
312153620,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.005,0.5707,2.9503,-0.0303,0.0000,7,49.2274360,16.5749841,328.532,9,0.053,22,9,3,0.996,0.00002,0.00014,0.00000,0.0001
312153640,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.022,4.3968,2.9522,-0.0265,0.0000,7,49.2274360,16.5749841,328.534,9,0.082,22,9,3,0.996,0.00002,0.00014,0.00000,0.0001
312153660,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.077,2.5859,2.9504,-0.0307,0.0000,7,49.2274360,16.5749841,328.534,9,-0.189,22,9,3,0.998,0.00002,0.00014,0.00000,0.0001
312153680,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.090,4.1646,2.9524,-0.0286,0.0000,7,49.2274360,16.5749841,328.535,9,0.005,22,9,3,0.995,0.00002,0.00014,0.00000,0.0001
312153700,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.038,0.1421,2.9535,-0.0279,0.0000,7,49.2274360,16.5749841,328.538,9,0.064,22,9,3,0.993,0.00002,0.00014,0.00000,0.0001
312153720,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.054,3.0909,2.9517,-0.0261,0.0000,7,49.2274360,16.5749841,328.537,9,-0.190,22,9,3,0.994,0.00002,0.00014,0.00000,0.0001
312153740,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.044,2.7448,2.9501,-0.0270,0.0000,7,49.2274360,16.5749841,328.535,9,0.082,22,9,3,0.993,0.00003,0.00014,0.00000,0.0001
312153760,NaN,NaN,NaN,0.0064,0.0150,0.0204,0.175,5.9462,2.9519,-0.0241,0.0000,7,49.2274360,16.5749841,328.534,9,0.194,22,9,3,0.991,0.00003,0.00014,0.00000,0.0001
312153780,NaN,NaN,NaN,0.0061,0.0146,0.0196,0.108,0.6233,2.9517,-0.0231,0.0000,7,49.2274360,16.5749842,328.536,9,0.109,22,9,3,0.991,0.00003,0.00014,0.00000,0.0001
312153800,NaN,NaN,NaN,0.0061,0.0146,0.0196,0.031,0.1656,2.9514,-0.0256,0.0000,7,49.2274360,16.5749841,328.533,9,0.053,22,9,3,0.993,0.00003,0.00014,0.00000,0.0001
312153820,NaN,NaN,NaN,0.0061,0.0146,0.0196,0.039,2.1211,2.9518,-0.0272,0.0000,7,49.2274360,16.5749842,328.533,9,0.209,22,9,3,0.994,0.00002,0.00014,0.00000,0.0001
312153840,NaN,NaN,NaN,0.0061,0.0146,0.0196,0.185,6.0578,2.9529,-0.0288,0.0000,7,49.2274360,16.5749842,328.534,9,0.125,22,9,3,0.994,0.00002,0.00014,0.00000,0.0001
312153860,NaN,NaN,NaN,0.0061,0.0146,0.0196,0.156,2.7208,2.9493,-0.0271,0.0000,7,49.2274360,16.5749842,328.533,9,-0.179,22,9,3,0.995,0.00002,0.00014,0.00000,0.0001
312153880,NaN,NaN,NaN,0.0061,0.0146,0.0196,0.095,5.7629,2.9512,-0.0250,0.0000,7,49.2274360,16.5749841,328.536,9,0.047,22,9,3,0.992,0.00003,0.00014,0.00000,0.0001
312153900,NaN,NaN,NaN,0.0061,0.0146,0.0196,0.025,1.6314,2.9506,-0.0245,0.0000,7,49.2274360,16.5749842,328.538,9,0.022,22,9,3,0.992,0.00003,0.00014,0.00000,0.0001
312153920,NaN,NaN,NaN,0.0061,0.0146,0.0196,0.252,3.3813,2.9512,-0.0248,0.0000,7,49.2274360,16.5749841,328.535,9,-0.281,22,9,3,0.993,0.00003,0.00014,0.00000,0.0001
312153940,NaN,NaN,NaN,0.0061,0.0146,0.0196,0.046,5.2780,2.9510,-0.0235,0.0000,7,49.2274360,16.5749841,328.535,9,0.012,22,9,3,0.993,0.00003,0.00014,0.00000,0.0001
312153960,NaN,NaN,NaN,0.0061,0.0146,0.0196,0.105,0.4852,2.9508,-0.0255,0.0000,7,49.2274360,16.5749841,328.534,9,0.121,22,9,3,0.991,0.00003,0.00014,0.00000,0.0001
312153980,NaN,NaN,NaN,0.0061,0.0146,0.0196,0.127,3.2299,2.9511,-0.0285,0.0000,7,49.2274360,16.5749841,328.534,9,-0.027,22,9,3,0.995,0.00002,0.00014,0.00000,0.0001
312154000,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.015,1.9608,2.9518,-0.0259,0.0000,7,49.2274360,16.5749841,328.535,9,0.006,22,9,3,0.995,0.00002,0.00014,0.00000,0.0001
312154020,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.037,5.8691,2.9531,-0.0256,0.0000,7,49.2274360,16.5749841,328.534,9,0.121,22,9,3,0.997,0.00002,0.00014,0.00000,0.0001
312154040,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.137,2.7499,2.9506,-0.0275,0.0000,7,49.2274360,16.5749842,328.533,9,-0.263,22,9,3,0.997,0.00002,0.00014,0.00000,0.0001
312154060,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.322,5.9912,2.9525,-0.0258,0.0000,7,49.2274360,16.5749841,328.535,9,0.173,22,9,3,0.994,0.00002,0.00014,0.00000,0.0001
312154080,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.165,0.6781,2.9494,-0.0261,0.0000,7,49.2274360,16.5749841,328.537,9,0.099,22,9,3,0.993,0.00003,0.00014,0.00000,0.0001
312154100,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.027,2.2962,2.9504,-0.0256,0.0000,7,49.2274360,16.5749842,328.540,9,0.018,22,9,3,0.994,0.00003,0.00014,0.00000,0.0001
312154120,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.057,2.9481,2.9501,-0.0297,0.0000,7,49.2274360,16.5749842,328.538,9,-0.147,22,9,3,0.995,0.00002,0.00014,0.00000,0.0001
312154140,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.080,5.5514,2.9512,-0.0267,0.0000,7,49.2274360,16.5749841,328.540,9,0.271,22,9,3,0.996,0.00002,0.00014,0.00000,0.0001
312154160,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.075,3.7523,2.9515,-0.0285,0.0000,7,49.2274360,16.5749841,328.535,9,-0.504,22,9,3,0.995,0.00002,0.00014,0.00000,0.0001
312154180,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.102,1.3761,2.9494,-0.0286,0.0000,7,49.2274360,16.5749842,328.536,9,0.454,22,9,3,0.996,0.00002,0.00014,0.00000,0.0001
312154200,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.021,2.7207,2.9516,-0.0267,0.0000,7,49.2274360,16.5749842,328.534,9,-0.010,22,9,3,0.993,0.00003,0.00014,0.00000,0.0001
312154220,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.071,1.2077,2.9496,-0.0246,0.0000,7,49.2274360,16.5749842,328.534,9,-0.081,22,9,3,0.992,0.00003,0.00014,0.00000,0.0001
312154240,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.075,5.6461,2.9523,-0.0222,0.0000,7,49.2274360,16.5749841,328.531,9,-0.047,22,9,3,0.994,0.00002,0.00014,0.00000,0.0001
312154260,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.234,0.1357,2.9522,-0.0235,0.0000,7,49.2274360,16.5749841,328.531,9,0.264,22,9,3,0.993,0.00003,0.00014,0.00000,0.0001
312154280,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.365,3.2420,2.9507,-0.0266,0.0000,7,49.2274360,16.5749841,328.528,9,-0.402,22,9,3,0.994,0.00003,0.00014,0.00000,0.0001
312154300,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.025,3.6149,2.9526,-0.0273,0.0000,7,49.2274360,16.5749841,328.529,9,0.004,22,9,3,0.996,0.00002,0.00014,0.00000,0.0001
312154320,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.098,2.6759,2.9499,-0.0270,0.0000,7,49.2274360,16.5749841,328.531,9,-0.068,22,9,3,0.995,0.00002,0.00014,0.00000,0.0001
312154340,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.058,1.2767,2.9498,-0.0290,0.0000,7,49.2274360,16.5749842,328.532,9,-0.186,22,9,3,0.995,0.00002,0.00014,0.00000,0.0001
312154360,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.134,5.6120,2.9511,-0.0274,0.0000,7,49.2274360,16.5749841,328.533,9,0.153,22,9,3,0.994,0.00002,0.00014,0.00000,0.0001
312154380,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.063,0.8963,2.9506,-0.0222,0.0000,7,49.2274360,16.5749842,328.536,9,0.323,22,9,3,0.994,0.00003,0.00014,0.00000,0.0001
312154400,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.020,3.7581,2.9514,-0.0257,0.0000,7,49.2274360,16.5749841,328.534,9,0.009,22,9,3,0.995,0.00002,0.00014,0.00000,0.0001
312154420,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.134,0.2603,2.9508,-0.0255,0.0000,7,49.2274360,16.5749841,328.535,9,-0.080,22,9,3,0.993,0.00003,0.00014,0.00000,0.0001
312154440,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.198,3.1924,2.9508,-0.0275,0.0000,7,49.2274360,16.5749841,328.532,9,-0.241,22,9,3,0.994,0.00003,0.00014,0.00000,0.0001
312154460,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.124,0.2183,2.9510,-0.0245,0.0000,7,49.2274360,16.5749841,328.534,9,0.214,22,9,3,0.992,0.00003,0.00014,0.00000,0.0001
312154480,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.061,3.5648,2.9522,-0.0297,0.0000,7,49.2274360,16.5749841,328.533,9,0.065,22,9,3,0.996,0.00002,0.00014,0.00000,0.0001
312154500,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.023,6.0216,2.9527,-0.0309,0.0000,7,49.2274360,16.5749841,328.532,9,0.018,22,9,3,0.996,0.00002,0.00014,0.00000,0.0001
312154520,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.035,3.5231,2.9530,-0.0266,0.0000,7,49.2274360,16.5749841,328.535,9,0.050,22,9,3,0.994,0.00002,0.00014,0.00000,0.0001
312154540,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.132,0.6239,2.9484,-0.0253,0.0000,7,49.2274360,16.5749842,328.535,9,0.056,22,9,3,0.993,0.00003,0.00014,0.00000,0.0001
312154560,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.076,1.5511,2.9476,-0.0274,0.0000,7,49.2274360,16.5749842,328.533,9,-0.248,22,9,3,0.992,0.00003,0.00014,0.00000,0.0001
312154580,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.129,4.3986,2.9504,-0.0257,0.0000,7,49.2274360,16.5749841,328.531,9,-0.083,22,9,3,0.991,0.00003,0.00014,0.00000,0.0001
312154600,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.020,6.0094,2.9511,-0.0238,0.0000,7,49.2274360,16.5749841,328.531,9,0.016,22,9,3,0.992,0.00003,0.00014,0.00000,0.0001
312154620,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.218,2.9869,2.9492,-0.0258,0.0000,7,49.2274360,16.5749841,328.528,9,-0.158,22,9,3,0.996,0.00002,0.00014,0.00000,0.0001
312154640,NaN,NaN,NaN,0.0064,0.0149,0.0204,0.224,0.0553,2.9504,-0.0309,0.0000,7,49.2274360,16.5749841,328.529,9,0.010,22,9,3,0.996,0.00002,0.00014,0.00000,0.0001
312154660,NaN,NaN,NaN,0.0060,0.0145,0.0195,0.102,5.6204,2.9523,-0.0297,0.0000,7,49.2274360,16.5749841,328.535,9,0.246,22,9,3,0.997,0.00002,0.00014,0.00000,0.0001
312154680,NaN,NaN,NaN,0.0060,0.0145,0.0195,0.103,0.3427,2.9508,-0.0292,0.0000,7,49.2274360,16.5749841,328.537,9,0.117,22,9,3,0.997,0.00002,0.00014,0.00000,0.0001
312154700,NaN,NaN,NaN,0.0060,0.0145,0.0195,0.031,0.1353,2.9499,-0.0304,0.0000,7,49.2274360,16.5749841,328.532,9,0.019,22,9,3,0.996,0.00002,0.00014,0.00000,0.0001
312154720,NaN,NaN,NaN,0.0060,0.0145,0.0195,0.231,0.1567,2.9515,-0.0245,0.0000,7,49.2274360,16.5749842,328.536,9,0.518,22,9,3,0.993,0.00003,0.00014,0.00000,0.0001
312154740,NaN,NaN,NaN,0.0060,0.0145,0.0195,0.124,0.6016,2.9483,-0.0237,0.0000,7,49.2274360,16.5749842,328.537,9,-0.008,22,9,3,0.991,0.00003,0.00014,0.00000,0.0001
312154760,NaN,NaN,NaN,0.0060,0.0145,0.0195,0.328,3.5292,2.9492,-0.0240,0.0000,7,49.2274360,16.5749841,328.535,9,-0.095,22,9,3,0.994,0.00003,0.00014,0.00000,0.0001
312154780,NaN,NaN,NaN,0.0060,0.0145,0.0195,0.124,3.4996,2.9504,-0.0267,0.0000,7,49.2274359,16.5749841,328.534,9,-0.234,22,9,3,0.995,0.00002,0.00014,0.00000,0.0001
312154800,NaN,NaN,NaN,0.0060,0.0145,0.0195,0.021,6.2528,2.9514,-0.0257,0.0000,7,49.2274359,16.5749841,328.533,9,0.003,22,9,3,0.996,0.00002,0.00014,0.00000,0.0001
312154820,NaN,NaN,NaN,0.0060,0.0145,0.0195,0.093,4.7053,2.9544,-0.0241,0.0000,7,49.2274360,16.5749841,328.535,9,0.349,22,9,3,0.997,0.00002,0.00014,0.00000,0.0001
312154840,NaN,NaN,NaN,0.0060,0.0145,0.0195,0.127,0.3630,2.9519,-0.0254,0.0000,7,49.2274360,16.5749841,328.536,9,0.018,22,9,3,0.993,0.00003,0.00014,0.00000,0.0001
312154860,NaN,NaN,NaN,0.0060,0.0145,0.0195,0.104,2.3683,2.9509,-0.0219,0.0000,7,49.2274360,16.5749841,328.535,9,-0.201,22,9,3,0.994,0.00003,0.00014,0.00000,0.0001
312154880,NaN,NaN,NaN,0.0060,0.0145,0.0195,0.144,6.0975,2.9522,-0.0252,0.0000,7,49.2274360,16.5749841,328.538,9,0.182,22,9,3,0.995,0.00002,0.00014,0.00000,0.0001
